goal_x|goal_y|goal_angle|robot_id||
50|150|0|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
53|47|103|3|-95|1
53|46|104|3|-95|1
53|47|103|6|-98|1
53|47|103|0|-92|1
53|47|103|352|-84|1
53|47|103|351|-83|1
57|44|106|315|-49|1
57|45|105|308|-42|1
57|44|106|287|-21|1
55|46|104|294|-27|1
56|44|106|270|0|1
58|44|106|252|0|2
58|45|105|242|23|2
58|45|105|242|23|1
58|50|100|238|27|1
55|58|92|242|24|1
54|65|85|246|21|1
52|67|83|255|0|1
50|71|79|273|0|2
51|72|78|276|0|2
53|77|73|270|0|2
57|93|57|263|0|2
56|96|54|276|0|2
59|106|44|276|0|2
62|116|36|270|0|2
64|123|30|270|-28|2
64|123|30|270|-28|1
65|129|25|270|-36|1
68|133|24|258|-35|1
67|134|23|258|-35|1
67|135|22|255|-34|1
68|136|22|257|-40|1
67|136|22|250|-31|1
68|136|22|249|-32|1
67|136|22|246|-27|1
67|136|22|246|-27|1
68|136|22|241|-24|1
68|135|23|240|-21|1
68|135|23|238|0|1
68|135|23|232|0|2
68|136|22|225|0|2
67|137|21|232|0|2
65|139|18|231|0|2
62|143|13|227|0|2
61|145|12|225|-21|2
60|147|10|227|-31|1
58|151|8|233|-61|1
55|154|6|216|-75|2
55|154|6|212|-71|3
55|154|6|219|-78|3
55|155|7|213|-78|3
54|155|6|216|-88|3
54|156|7|217|-94|3
55|155|7|219|-84|3
55|156|7|219|-90|3
54|156|7|219|-96|3
54|156|7|216|-93|3
53|156|6|222|-106|3
54|156|7|219|-96|3
53|156|6|233|-117|3
53|156|6|225|-109|3
53|156|6|219|-103|3
53|157|7|230|-117|3
53|157|7|230|-117|3
53|158|8|225|-115|3
53|156|6|234|-118|3
52|158|8|233|-129|3
52|158|8|233|-129|3
52|158|8|233|-129|3
52|158|8|237|-133|3
52|158|8|240|-136|3
52|158|8|241|-137|3
51|158|8|235|-138|3
52|158|8|241|-137|3
51|158|8|244|-147|3
51|159|9|244|-148|3
51|160|10|237|-142|3
51|160|10|241|-146|3
52|160|10|241|-140|3
51|160|10|246|-151|3
51|160|10|244|-149|3
52|160|10|241|-140|3
50|160|10|251|-161|3
51|162|12|246|-152|3
52|162|12|249|-150|3
51|161|11|248|-153|3
51|162|12|246|-152|3
52|162|12|250|-151|3
52|163|13|243|-145|3
51|163|13|249|-155|3
51|163|13|251|-157|3
51|163|13|256|-162|3
50|163|13|252|-162|3
51|164|14|248|-154|3
51|164|14|255|-161|3
51|165|15|255|-162|3
45|164|14|292|138|3
50|165|15|259|-169|3
50|165|15|266|-176|3
51|166|16|260|-167|3
51|166|16|263|-170|3
51|165|15|259|-166|3
51|166|16|266|-173|3
