goal_x|goal_y|goal_angle|robot_id||
50|50|90|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
249|150|222|273|-120|1
249|150|222|273|-120|1
249|150|222|279|-126|1
250|149|223|276|-123|1
250|149|223|276|-123|1
250|149|223|273|-120|1
250|149|223|270|-117|1
250|149|223|270|-117|1
251|149|224|264|-111|1
251|149|224|264|-111|1
250|148|222|267|-114|1
250|150|223|261|-108|1
251|150|224|257|-104|1
252|149|224|258|-105|1
252|150|225|249|-96|1
251|149|224|256|-103|1
251|149|224|256|-103|1
251|150|224|246|-93|1
251|149|224|251|-98|1
253|150|226|240|-87|1
252|151|225|235|-82|1
253|149|225|239|-85|1
252|149|224|238|-85|1
253|150|226|246|-93|1
253|149|225|232|-78|1
251|150|224|252|-99|1
252|150|225|245|-92|1
251|150|224|243|-90|1
250|150|223|237|-84|1
251|150|224|233|-80|1
250|150|223|232|-79|1
251|150|224|236|-83|1
252|151|225|231|-78|1
250|150|223|229|-76|1
250|152|224|232|-80|1
251|151|224|229|-76|1
254|153|228|212|-59|1
255|152|228|209|-56|1
255|152|228|200|-47|1
255|152|228|198|-45|1
255|151|228|198|-45|1
256|152|229|194|-41|1
255|152|228|194|-41|1
256|152|229|190|-37|1
255|153|229|180|-27|1
255|153|229|180|-27|1
255|152|228|183|-30|1
255|152|228|183|-30|1
256|153|230|180|-27|1
256|152|229|176|-23|1
255|153|229|176|-23|1
251|154|226|165|0|1
251|153|225|153|0|2
251|153|225|153|0|2
251|154|226|153|0|2
253|153|227|171|0|2
242|150|216|169|0|2
242|150|216|169|0|2
242|150|216|169|0|2
242|150|216|169|0|2
232|148|206|173|-22|1
218|144|192|176|-26|1
207|144|182|154|0|1
206|144|182|163|0|2
203|144|179|143|0|2
204|140|178|165|0|2
197|140|172|183|-35|2
197|140|172|183|-35|1
182|131|154|152|0|1
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
182|131|154|152|0|2
181|132|154|148|0|2
181|133|155|156|0|2
180|131|153|159|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
177|130|150|153|0|2
149|108|114|154|0|2
145|104|109|150|0|2
142|101|105|156|0|2
130|91|89|133|0|2
120|82|76|149|0|2
120|82|76|149|0|2
120|82|76|149|0|2
120|82|76|149|0|2
120|82|76|149|0|2
110|75|65|136|21|1
101|68|54|135|25|1
100|66|52|149|0|1
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
100|66|52|149|0|2
97|63|48|142|22|2
97|63|48|142|22|1
98|62|49|143|22|1
95|62|46|149|0|1
95|62|46|149|0|2
95|62|46|149|0|2
95|62|46|149|0|2
95|62|46|149|0|2
95|62|46|149|0|2
95|62|46|149|0|2
95|62|46|149|0|2
94|64|46|156|0|2
96|64|48|153|0|2
95|61|46|144|22|2
95|61|46|144|22|1
91|60|42|157|0|1
89|58|39|147|21|2
89|60|40|164|0|1
87|57|37|158|0|2
87|57|37|158|0|2
86|57|36|149|0|2
86|57|36|161|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
83|58|33|153|0|2
77|53|27|142|31|1
77|52|27|145|30|1
73|53|23|161|0|1
73|53|23|161|0|2
73|53|23|161|0|2
73|53|23|161|0|2
73|53|23|161|0|2
