goal_x|goal_y|goal_angle|robot_id||
50|50|0|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
45|156|106|15|72|1
56|149|99|78|0|2
58|151|101|80|0|2
59|144|94|83|0|2
59|140|90|73|22|2
66|117|68|93|0|2
68|116|68|98|0|2
67|110|62|98|0|2
68|98|51|101|0|2
67|87|40|92|22|2
64|50|14|147|33|2
59|48|9|166|26|2
57|47|7|166|37|2
54|47|5|173|43|2
54|46|5|176|49|3
54|46|5|173|52|3
55|46|6|170|48|3
54|46|5|160|65|3
54|46|5|163|62|3
54|46|5|163|62|3
54|47|5|159|57|3
53|47|4|154|71|3
54|47|5|151|65|3
54|47|5|151|65|3
54|47|5|141|75|3
54|47|5|142|74|3
54|47|5|135|81|3
54|47|5|132|84|3
54|47|5|130|86|3
55|47|5|127|83|3
54|48|4|122|84|3
55|47|5|119|91|3
55|47|5|120|90|3
55|47|5|118|92|3
54|47|5|112|104|3
55|48|5|110|91|3
55|48|5|112|89|3
54|48|4|106|100|3
55|48|5|112|89|3
54|48|4|105|101|3
54|48|4|101|105|3
53|49|3|98|100|3
55|48|5|101|100|3
54|49|4|98|96|3
54|49|4|96|98|3
53|49|3|86|112|3
53|49|3|77|121|3
53|49|3|77|121|3
52|49|2|68|138|3
53|49|3|70|128|3
55|49|5|93|98|3
52|49|2|63|143|3
52|48|2|64|161|3
51|49|1|59|166|3
51|48|2|56|-173|3
50|47|3|53|-143|3
51|49|1|49|176|3
52|48|2|52|173|3
50|47|3|42|-132|3
50|48|2|42|-132|3
51|47|3|42|-151|3
50|47|3|38|-128|3
49|48|2|30|-94|3
50|48|2|29|-119|3
49|48|2|25|-89|3
50|47|3|20|-110|3
50|47|3|20|-110|4
