goal_x|goal_y|goal_angle|robot_id||
50|50|0|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
212|139|184|115|36|1
211|138|183|120|31|1
212|139|184|124|27|1
212|138|184|120|31|1
212|138|184|120|31|1
211|138|183|120|31|1
211|137|183|120|31|1
212|138|184|122|29|1
211|138|183|124|27|1
211|137|183|130|21|1
211|136|182|126|25|1
210|136|181|130|21|1
211|136|182|128|23|1
210|135|181|130|22|1
210|136|181|135|0|1
210|134|180|135|0|2
209|134|179|135|0|2
207|131|176|137|0|2
199|123|165|135|0|2
192|116|156|135|0|2
182|105|143|131|26|2
182|105|143|131|26|1
177|99|136|131|27|1
170|90|126|135|26|1
166|86|121|137|25|1
164|83|118|143|0|1
162|83|116|152|0|2
162|81|116|145|0|2
157|80|111|149|0|2
151|75|104|147|0|2
139|66|90|148|21|2
139|66|90|148|21|1
130|61|80|145|27|1
121|55|71|153|22|1
119|53|69|153|24|1
116|52|66|154|24|1
117|53|67|161|0|1
116|52|66|163|0|2
115|51|65|165|0|2
112|50|62|164|0|2
99|46|49|161|23|2
99|46|49|161|23|1
92|43|42|163|26|1
78|38|30|163|40|1
74|36|27|163|47|1
72|35|26|163|51|1
71|35|25|170|45|1
70|35|25|173|43|1
70|34|25|177|41|1
70|34|25|176|42|1
70|34|25|176|42|1
70|35|25|173|43|1
69|34|24|177|43|1
68|35|23|180|39|1
68|35|23|180|39|1
69|34|24|182|38|1
68|36|22|180|37|1
68|34|24|182|39|1
68|35|23|177|42|1
68|35|23|182|37|1
67|34|23|182|41|1
67|35|22|185|36|1
66|35|21|180|43|1
67|34|23|187|36|1
66|35|21|185|38|1
66|34|22|182|43|1
66|34|22|188|37|1
65|34|21|188|38|1
64|34|21|190|38|1
64|35|20|190|36|1
64|34|21|194|34|1
64|34|21|194|34|1
63|34|20|194|36|1
63|35|19|194|35|1
62|35|19|195|36|1
62|35|19|197|34|1
62|35|19|201|30|1
62|35|19|196|35|1
61|35|18|194|39|1
61|36|17|197|34|1
61|35|18|201|32|1
61|36|17|201|30|1
60|36|17|205|29|1
60|35|18|206|30|1
60|36|17|201|33|1
59|35|17|205|34|1
59|36|16|202|35|1
59|35|17|207|32|1
59|35|17|209|30|1
59|36|16|206|31|1
58|37|15|205|33|1
58|37|15|212|26|1
57|38|13|209|30|1
57|37|14|212|29|1
56|38|13|215|28|1
56|38|13|215|28|1
56|38|13|218|25|1
57|37|14|212|29|1
56|38|13|218|25|1
55|38|13|218|29|1
55|38|13|216|31|1
56|38|13|222|21|1
55|39|12|220|25|1
56|38|13|219|24|1
55|40|11|222|21|1
55|40|11|225|0|1
54|40|10|225|23|2
54|40|10|225|23|1
54|40|10|226|22|1
52|42|8|229|26|1
51|42|8|231|31|2
51|43|7|227|34|3
52|43|7|235|0|3
51|43|7|230|31|3
51|43|7|233|28|3
50|44|6|231|39|3
51|44|6|234|26|3
50|45|5|237|33|3
49|45|5|242|39|3
49|45|5|239|42|3
50|45|5|239|31|3
49|46|4|237|47|3
51|47|3|240|0|3
49|46|4|242|42|3
49|46|4|239|45|3
48|47|3|242|61|3
49|47|3|239|49|3
48|48|2|243|72|3
49|48|2|247|49|3
48|48|2|242|73|3
49|49|1|246|69|3
49|49|1|243|72|3
48|50|2|248|112|3
49|50|1|246|114|3
48|50|2|251|109|3
48|50|2|251|109|3
47|51|3|254|124|3
48|51|2|246|140|3
47|51|3|255|123|3
47|51|3|258|120|3
47|51|3|258|120|3
47|52|3|254|139|3
47|52|3|257|136|3
47|52|3|257|136|3
47|52|3|249|144|3
46|52|4|261|125|3
47|53|4|257|148|3
48|53|3|249|167|3
49|53|3|252|179|3
46|54|5|263|142|3
47|54|5|261|152|3
46|55|6|266|145|3
46|55|6|266|145|3
46|55|6|266|145|3
47|56|6|270|153|3
46|56|7|270|146|3
46|56|7|270|146|3
46|56|7|270|146|3
45|57|8|273|141|3
46|57|8|273|147|3
45|57|8|280|134|3
46|61|11|281|149|3
45|61|12|288|137|3
47|59|9|270|161|3
46|59|9|279|147|3
46|62|12|291|140|3
46|62|12|280|151|3
46|62|12|275|156|3
45|62|13|282|145|3
46|64|14|300|134|3
46|64|14|289|145|3
46|64|14|306|128|3
46|61|11|289|141|3
46|65|15|296|139|3
46|65|15|300|135|3
46|65|15|306|129|3
47|63|13|280|157|3
48|66|16|286|156|3
48|63|13|273|168|3
49|64|14|284|161|3
49|64|14|285|160|3
49|65|15|281|165|3
47|66|16|311|128|3
49|65|15|285|161|3
50|65|15|284|166|3
50|65|15|288|162|3
48|65|15|300|142|3
