goal_x|goal_y|goal_angle|robot_id||
50|150|55|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
152|47|144|46|179|1
152|47|144|46|179|1
152|48|144|45|-180|1
152|39|150|333|-106|1
163|29|165|250|-24|1
156|51|145|78|145|1
151|47|144|42|-177|1
150|47|143|32|-167|1
150|47|143|42|-177|1
150|47|143|32|-167|1
150|47|143|34|-169|1
149|48|142|27|-162|1
150|47|143|20|-155|1
150|47|143|19|-154|1
151|47|144|23|-158|1
153|48|144|18|-154|1
150|47|143|11|-146|1
150|47|143|18|-153|1
151|46|144|9|-144|1
149|45|144|14|-148|1
149|46|143|3|-137|1
149|45|144|6|-140|1
148|46|142|0|-134|1
150|45|145|354|-128|1
149|45|144|356|-130|1
150|40|148|318|-91|1
149|47|142|3|-137|1
150|45|145|353|-127|1
153|47|145|353|-128|1
154|43|149|315|-90|1
154|44|148|323|-98|1
153|44|147|338|-113|1
149|39|148|323|-95|1
152|42|148|335|-109|1
154|41|150|318|-92|1
148|44|144|338|-111|1
153|42|149|304|-78|1
151|41|148|4|-137|1
155|41|151|294|-68|1
155|41|151|294|-68|1
152|40|150|302|-75|1
151|45|145|340|-114|1
152|45|146|341|-116|1
157|36|156|260|-34|1
154|39|152|291|-65|1
155|35|155|272|-45|1
153|41|149|284|-58|1
153|40|150|284|-58|1
153|41|149|287|-61|1
153|41|149|277|-51|1
153|40|150|273|-47|1
154|40|151|270|-44|1
154|40|151|266|-40|1
153|34|155|272|-44|1
155|35|155|265|-38|1
154|40|151|266|-40|1
154|40|151|266|-40|1
154|41|150|259|-33|1
155|41|151|255|-29|1
154|41|150|252|-26|1
156|44|149|225|0|1
155|41|151|246|0|2
155|41|151|246|0|2
155|41|151|246|0|2
155|41|151|246|0|2
155|46|147|209|0|2
155|46|147|209|0|2
152|52|141|202|21|1
149|54|137|233|0|1
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
148|56|135|234|0|2
