goal_x|goal_y|goal_angle|robot_id||
50|50|90|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
59|48|9|168|24|1
59|48|9|168|24|1
59|48|9|168|24|2
57|48|7|167|28|3
57|48|7|167|28|3
57|48|7|167|28|3
57|48|7|167|28|3
57|48|7|167|28|3
50|48|2|119|151|3
50|48|2|119|151|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|151|40|3
55|49|5|141|50|3
55|49|5|141|50|3
55|49|5|141|50|3
55|49|5|137|54|3
55|49|5|137|54|3
55|49|5|137|54|3
55|49|5|137|54|3
55|49|5|137|54|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
54|52|4|115|38|3
55|49|5|118|73|3
55|49|5|118|73|3
55|49|5|118|73|3
55|49|5|118|73|3
55|49|5|118|73|3
53|50|3|100|80|3
53|50|3|100|80|4
Overall statistics|||||
Initial distance|Number of steps|Ellapsed time [seconds]|Travelled x|Travelled y|Travelled distance [pixels]
9|40|4.623241662979126|18|2443|2443.066311011635
