goal_x|goal_y|goal_angle|robot_id||
50|50|180|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
208|50|158|160|0|1
208|51|158|158|21|2
208|51|158|158|21|1
207|50|157|159|21|1
202|49|152|162|0|1
197|46|147|174|0|2
193|46|143|180|0|2
188|46|138|177|0|2
175|47|125|174|0|2
164|46|114|177|0|2
153|47|103|180|0|2
145|46|95|182|0|2
145|46|95|182|0|2
145|46|95|182|0|2
122|46|72|180|0|2
112|48|62|184|0|2
100|46|50|180|0|2
90|46|40|180|0|2
81|45|31|175|0|2
74|45|24|174|0|2
66|43|17|177|26|2
66|43|17|177|26|1
61|43|13|177|35|1
56|44|8|174|51|1
52|42|8|182|73|2
52|42|8|182|73|4
Overall statistics|||||
Initial distance|Number of steps|Ellapsed time [seconds]|Travelled x|Travelled y|Travelled distance [pixels]
158|23|2.67899751663208|1942|105|1944.836496983744
