goal_x|goal_y|goal_angle|robot_id||
200|50|0|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
109|47|91|23|-25|1
109|48|91|16|-18|1
107|48|93|18|-20|1
107|48|93|16|-18|1
107|47|93|2|-4|1
107|47|93|0|-2|1
107|46|93|345|0|1
108|45|92|328|28|2
108|45|92|328|28|1
107|44|93|323|33|1
113|50|87|321|39|1
116|52|84|319|42|1
117|53|83|334|28|1
120|55|80|348|15|1
121|56|79|349|15|1
122|56|78|351|13|1
123|56|77|357|7|1
126|57|74|0|0|1
129|57|71|10|0|2
130|57|70|8|0|2
134|57|66|11|0|2
140|54|60|10|0|2
156|51|44|8|0|2
162|50|38|8|0|2
168|49|32|5|-7|2
172|48|28|9|-14|1
171|48|29|5|-9|1
174|47|26|2|-9|1
176|47|24|357|0|1
176|47|24|357|0|2
176|46|24|351|0|2
178|48|22|0|-6|2
178|48|22|0|-6|1
182|47|18|352|0|1
187|47|13|345|0|2
187|47|13|347|0|2
190|49|10|348|0|2
195|49|5|338|0|2
198|49|2|339|0|2
201|51|1|337|158|3
203|51|3|344|177|3
203|52|3|348|158|3
203|51|3|345|176|3
203|52|3|342|164|3
203|52|3|342|164|3
204|51|4|345|180|3
204|53|5|353|150|3
204|53|5|349|154|3
205|53|5|348|161|3
205|53|5|351|158|3
205|53|5|349|160|3
206|53|6|354|159|3
206|54|7|354|152|3
207|53|7|357|159|3
208|54|8|0|153|3
208|54|8|0|153|4
Overall statistics|||||
Initial distance|Number of steps|Ellapsed time [seconds]|Travelled x|Travelled y|Travelled distance [pixels]
91|54|6.233137369155884|6398|478|6415.831045156971
