goal_x|goal_y|goal_angle|robot_id||
150|50|0|1||
robot_x|robot_y|distance_to_goal|robot_angle|angle_difference|step
51|154|143|45|0|1
51|154|143|45|0|2
60|152|136|174|-126|2
60|152|136|174|-126|1
52|152|141|28|0|1
72|146|123|186|-136|2
72|146|123|186|-136|1
76|149|123|174|-121|1
66|147|128|4|45|1
68|147|127|349|60|1
69|147|126|344|66|1
76|148|122|282|130|1
83|148|118|180|-125|1
67|147|127|351|58|1
83|149|119|175|-120|1
76|147|122|291|121|1
75|147|122|323|89|1
76|147|122|315|97|1
76|147|122|315|97|1
70|147|125|345|65|1
70|147|125|349|61|1
85|151|120|170|-113|1
85|151|120|172|-115|1
71|147|125|333|77|1
70|147|125|345|65|1
70|147|125|349|61|1
77|147|121|291|122|1
78|148|121|296|117|1
78|146|120|303|110|1
86|148|117|208|-152|1
70|148|126|347|63|1
70|148|126|345|65|1
71|147|125|350|60|1
69|149|127|342|68|1
86|150|118|175|-118|1
87|151|119|176|-118|1
77|148|122|315|98|1
72|150|126|20|32|1
72|147|124|340|71|1
78|148|121|306|107|1
71|148|125|343|68|1
86|150|118|175|-118|1
73|149|125|344|68|1
72|148|125|344|67|1
72|148|125|353|58|1
79|149|121|300|114|1
88|153|120|156|-98|1
74|150|125|345|67|1
74|149|124|352|60|1
88|149|116|192|-135|1
74|148|124|340|72|1
74|146|122|3|48|1
73|149|125|341|71|1
74|148|124|349|63|1
89|148|115|211|-153|1
90|150|116|184|-125|1
73|149|125|351|61|1
90|150|116|175|-116|1
75|149|124|345|67|1
82|149|120|300|115|1
91|152|117|171|-112|1
75|149|124|338|74|1
90|151|117|180|-121|1
75|149|124|340|72|1
91|150|116|167|-108|1
91|152|117|171|-112|1
76|149|123|346|67|1
83|149|119|296|119|1
93|149|114|197|-137|1
77|149|123|338|75|1
76|150|124|339|74|1
77|149|123|339|74|1
91|153|118|167|-107|1
84|149|118|315|101|1
84|150|119|306|110|1
78|151|124|348|66|1
84|149|118|299|117|1
79|150|122|330|84|1
94|153|117|171|-110|1
79|150|122|338|76|1
79|150|122|345|69|1
94|152|116|176|-115|1
80|148|120|341|73|1
80|150|122|334|81|1
80|150|122|338|77|1
80|150|122|336|79|1
96|155|118|170|-108|1
95|157|120|148|-86|1
95|157|120|148|-86|1
81|146|118|349|65|1
81|151|122|339|76|1
81|151|122|338|77|1
81|150|121|338|77|1
96|155|118|175|-113|1
96|155|118|175|-113|1
87|149|117|315|102|1
82|150|120|333|82|1
82|149|120|338|77|1
88|150|117|296|122|1
96|155|118|170|-108|1
83|151|121|339|77|1
98|155|117|164|-101|1
97|155|117|162|-99|1
84|150|119|327|89|1
83|150|120|336|80|1
84|150|119|328|88|1
96|156|118|167|-104|1
84|151|120|325|91|1
84|152|121|327|90|1
98|156|118|155|-92|1
84|151|120|331|85|1
99|155|116|176|-112|1
90|151|117|291|128|1
84|150|119|327|89|1
83|151|121|330|86|1
85|151|120|324|93|1
85|150|119|327|89|1
84|151|120|341|75|1
85|149|118|315|101|1
84|150|119|327|89|1
100|158|119|161|-96|1
86|150|118|333|84|1
85|148|117|355|61|1
86|154|122|319|99|1
87|152|119|333|85|1
94|153|117|306|115|1
86|152|120|329|88|1
87|156|123|345|74|1
87|156|123|345|74|1
87|153|120|336|82|1
86|154|122|340|78|1
94|153|117|306|115|1
88|154|121|345|74|1
87|153|120|344|74|1
103|156|115|171|-105|1
104|158|117|171|-105|1
88|155|121|329|90|1
89|154|120|334|85|1
95|153|116|315|106|1
104|155|114|167|-101|1
90|153|119|343|76|1
89|152|118|353|66|1
90|155|120|338|82|1
95|153|116|324|97|1
90|154|120|333|87|1
91|154|119|341|79|1
97|152|114|284|138|1
96|155|118|319|103|1
92|155|119|339|82|1
106|159|117|146|-78|1
91|155|120|345|75|1
108|158|115|167|-99|1
92|154|119|353|67|1
92|154|119|341|79|1
93|156|120|327|94|1
92|155|119|340|81|1
92|154|119|342|78|1
92|154|119|338|82|1
108|158|115|175|-107|1
100|156|117|303|121|1
100|155|116|300|124|1
93|154|118|334|87|1
99|155|116|315|109|1
109|160|117|171|-102|1
109|159|116|175|-106|1
109|160|117|171|-102|1
94|156|119|351|71|1
94|156|119|338|84|1
94|156|119|331|91|1
100|156|117|305|119|1
95|155|118|334|88|1
95|155|118|346|76|1
96|155|118|334|88|1
102|157|117|321|104|1
96|156|118|339|84|1
102|156|116|315|110|1
112|155|111|192|-122|1
98|156|118|349|74|1
102|157|117|315|110|1
95|157|120|340|82|1
97|157|119|344|79|1
112|160|116|171|-101|1
97|157|119|339|84|1
112|162|118|171|-100|1
98|158|119|336|88|1
97|157|119|343|80|1
97|156|118|331|92|1
98|156|118|342|81|1
98|158|119|338|86|1
113|161|117|184|-113|1
114|161|116|180|-108|1
99|158|119|353|71|1
113|161|117|171|-100|1
113|161|117|171|-100|1
100|157|118|342|82|1
99|157|118|334|90|1
99|155|116|337|87|1
99|157|118|340|84|1
115|160|115|167|-95|1
101|158|118|339|86|1
99|160|121|327|98|1
101|158|118|339|86|1
100|158|119|339|86|1
116|158|113|198|-126|1
102|157|117|345|80|1
101|157|117|334|91|1
101|157|117|337|88|1
101|158|118|340|85|1
116|163|118|171|-98|1
102|159|119|327|99|1
102|159|119|332|94|1
104|158|117|333|93|1
102|159|119|329|97|1
102|159|119|329|97|1
102|159|119|334|92|1
103|159|118|341|85|1
103|160|119|337|89|1
119|161|115|184|-110|1
104|159|118|342|85|1
104|159|118|343|84|1
110|160|117|303|127|1
120|163|116|175|-100|1
104|160|119|346|81|1
110|160|117|320|110|1
110|157|114|0|69|1
105|160|118|342|85|1
104|160|119|341|86|1
105|160|118|346|81|1
106|161|119|341|87|1
112|161|117|320|111|1
106|161|119|346|82|1
107|160|118|349|79|1
112|170|125|345|87|1
106|161|119|348|80|1
108|161|118|353|76|1
108|162|119|356|73|1
108|160|117|3|66|1
109|162|119|353|76|1
108|161|118|2|67|1
109|162|119|356|73|1
108|161|118|357|72|1
108|162|119|353|76|1
110|163|119|0|70|1
110|163|119|0|70|1
110|163|119|356|74|1
110|164|120|351|79|1
109|162|119|6|63|1
112|166|122|18|53|1
111|162|118|9|61|1
112|161|117|353|78|1
113|163|118|9|62|1
129|156|108|210|-132|1
113|163|118|8|63|1
114|164|119|6|66|1
113|167|122|27|45|1
114|163|118|8|64|1
114|163|118|8|64|1
115|163|118|15|57|1
116|158|113|26|46|1
115|163|118|10|62|1
115|164|119|12|60|1
117|163|117|14|59|1
116|163|118|16|57|1
117|164|118|17|56|1
117|164|118|18|55|1
118|164|118|17|57|1
133|158|109|201|-120|1
133|159|110|194|-113|1
119|164|118|21|53|1
118|163|117|20|54|1
119|163|117|15|59|1
118|163|117|16|58|1
119|163|117|18|56|1
118|162|116|28|46|1
118|162|116|28|46|1
120|163|116|29|46|1
121|162|115|23|52|1
125|162|114|45|32|1
124|163|115|41|36|1
127|164|116|53|25|1
127|162|114|48|30|1
126|162|114|52|25|1
126|162|114|60|0|1
128|162|114|41|37|2
127|162|114|48|30|1
128|165|117|60|0|1
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
128|165|117|60|0|2
133|159|110|48|33|1
132|160|111|55|25|1
133|158|109|45|36|1
133|158|109|34|47|1
133|159|110|58|23|1
134|157|108|56|25|1
132|158|109|61|0|1
134|159|110|58|23|2
134|156|107|52|29|1
133|157|108|49|31|1
135|153|104|45|36|1
139|154|104|54|29|1
139|151|101|45|38|1
139|150|100|47|36|1
138|150|100|39|44|1
143|153|103|75|0|1
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
143|153|103|75|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
141|152|102|73|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
147|144|94|71|0|2
153|130|80|78|0|2
152|129|79|70|21|2
152|129|79|70|21|1
162|111|62|83|0|1
163|106|57|87|0|2
